age,gender,education,employment_status,employment_sector,income_bracket,marital_status,household_size,has_children,urbanicity,region,voted_last,party_id_strength,union_member,public_sector,home_owner,small_biz_owner,owns_car,wa_groups,refused_count,attention_check,will_turnout,undecided,preference_strength,survey_confidence,tv_news_hours,social_media_hours,trust_media,civic_participation,job_tenure_years,primary_choice,secondary_choice,intended_vote
46.0,0.0,2.0,2.0,3.0,2.0,0.0,7.0,1.0,2.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,4.0,3.0,0.0,0.0,1.0,10.0,5.0,1.0,0.0,6.0,0.0,,CAND_Gaia,CAND_Azon,Undecided
70.0,0.0,1.0,1.0,2.0,3.0,3.0,2.0,0.0,2.0,0.0,1.0,,1.0,1.0,1.0,0.0,0.0,2.0,5.0,1.0,1.0,1.0,9.0,8.0,4.0,1.0,1.0,2.0,7.0,CAND_Halley,CAND_Gaia,Undecided
45.0,,3.0,0.0,0.0,0.0,1.0,3.0,,0.0,0.0,1.0,3.0,0.0,,1.0,0.0,1.0,2.0,4.0,1.0,1.0,1.0,7.0,4.0,5.0,1.0,8.0,3.0,38.0,CAND_Gaia,,Undecided
27.0,1.0,1.0,5.0,3.0,0.0,0.0,4.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,,1.0,1.0,0.0,0.0,6.0,2.0,0.0,5.0,3.0,21.0,CAND_Boreal,CAND_Frontera,CAND_Boreal
77.0,1.0,2.0,0.0,5.0,4.0,1.0,4.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,4.0,3.0,1.0,1.0,1.0,9.0,9.0,4.0,2.0,8.0,10.0,23.0,CAND_Halley,CAND_Frontera,Undecided
72.0,0.0,0.0,5.0,,3.0,0.0,4.0,1.0,2.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,,3.0,4.0,1.0,,1.0,10.0,8.0,1.0,1.0,0.0,3.0,28.0,CAND_Gaia,CAND_Boreal,Undecided
40.0,0.0,4.0,3.0,3.0,0.0,4.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,1.0,0.0,0.0,1.0,,4.0,5.0,3.0,9.0,29.0,CAND_Civico,CAND_Halley,CAND_Civico
40.0,0.0,5.0,0.0,4.0,4.0,2.0,2.0,1.0,,2.0,,4.0,,0.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,1.0,0.0,10.0,1.0,4.0,8.0,1.0,0.0,CAND_Electra,CAND_Frontera,Undecided
37.0,1.0,5.0,0.0,5.0,2.0,,6.0,1.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,,0.0,4.0,2.0,1.0,0.0,1.0,9.0,2.0,5.0,3.0,9.0,7.0,11.0,CAND_Azon,CAND_Azon,Undecided
27.0,1.0,,,5.0,4.0,0.0,3.0,1.0,,0.0,1.0,3.0,,0.0,1.0,0.0,1.0,3.0,,1.0,0.0,1.0,1.0,,1.0,3.0,2.0,9.0,30.0,CAND_Azon,,Undecided
45.0,0.0,4.0,2.0,0.0,3.0,0.0,6.0,0.0,0.0,1.0,1.0,,0.0,1.0,1.0,0.0,1.0,2.0,3.0,1.0,1.0,1.0,0.0,5.0,2.0,0.0,2.0,5.0,35.0,CAND_Azon,CAND_Electra,Undecided
49.0,,4.0,4.0,0.0,1.0,4.0,3.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,1.0,9.0,5.0,5.0,3.0,7.0,10.0,26.0,CAND_Gaia,CAND_Frontera,Undecided
64.0,0.0,2.0,1.0,5.0,2.0,2.0,6.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,,1.0,1.0,,6.0,0.0,1.0,6.0,1.0,18.0,CAND_Demetra,CAND_Azon,Undecided
30.0,0.0,3.0,2.0,,3.0,3.0,1.0,0.0,,4.0,1.0,4.0,0.0,1.0,1.0,0.0,1.0,4.0,0.0,1.0,1.0,0.0,4.0,10.0,4.0,2.0,,,27.0,CAND_Icaro,CAND_Frontera,CAND_Icaro
46.0,1.0,3.0,,3.0,1.0,0.0,,,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,5.0,1.0,1.0,0.0,9.0,2.0,0.0,0.0,2.0,1.0,4.0,CAND_Jade,CAND_Demetra,CAND_Jade
18.0,0.0,3.0,5.0,3.0,0.0,2.0,7.0,,2.0,1.0,0.0,3.0,1.0,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,6.0,5.0,2.0,0.0,0.0,3.0,29.0,CAND_Azon,CAND_Boreal,Undecided
52.0,1.0,3.0,5.0,3.0,3.0,4.0,5.0,0.0,1.0,2.0,1.0,,0.0,0.0,0.0,0.0,0.0,3.0,,1.0,,1.0,4.0,9.0,1.0,2.0,5.0,9.0,31.0,CAND_Icaro,CAND_Halley,Undecided
45.0,0.0,2.0,3.0,3.0,4.0,4.0,6.0,1.0,1.0,,1.0,3.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,1.0,1.0,,6.0,1.0,,2.0,10.0,6.0,38.0,CAND_Demetra,CAND_Electra,CAND_Demetra
65.0,,2.0,3.0,0.0,2.0,4.0,5.0,1.0,2.0,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,4.0,1.0,1.0,1.0,3.0,2.0,4.0,0.0,10.0,5.0,38.0,CAND_Frontera,CAND_Gaia,Undecided
56.0,1.0,4.0,4.0,5.0,3.0,0.0,3.0,1.0,0.0,4.0,1.0,4.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,7.0,4.0,0.0,0.0,4.0,33.0,CAND_Gaia,CAND_Gaia,CAND_Gaia
19.0,0.0,2.0,3.0,2.0,2.0,4.0,4.0,0.0,0.0,0.0,1.0,2.0,,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,7.0,2.0,2.0,0.0,3.0,6.0,33.0,CAND_Electra,CAND_Frontera,Undecided
27.0,,1.0,3.0,3.0,2.0,4.0,5.0,,0.0,3.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,4.0,2.0,1.0,0.0,1.0,9.0,5.0,5.0,5.0,0.0,4.0,33.0,CAND_Frontera,CAND_Azon,Undecided
26.0,1.0,2.0,2.0,3.0,,1.0,2.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,7.0,6.0,5.0,2.0,4.0,6.0,36.0,CAND_Demetra,CAND_Civico,Undecided
73.0,0.0,3.0,4.0,3.0,2.0,0.0,3.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,5.0,5.0,1.0,1.0,2.0,4.0,9.0,CAND_Azon,CAND_Jade,Undecided
66.0,0.0,5.0,2.0,1.0,0.0,0.0,6.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,1.0,1.0,3.0,2.0,1.0,5.0,7.0,5.0,31.0,CAND_Gaia,CAND_Demetra,Undecided
28.0,0.0,5.0,5.0,5.0,1.0,2.0,3.0,,2.0,,0.0,2.0,0.0,1.0,0.0,0.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,7.0,1.0,0.0,0.0,9.0,3.0,CAND_Electra,CAND_Gaia,Undecided
78.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,,,1.0,1.0,5.0,,1.0,0.0,,3.0,0.0,3.0,1.0,1.0,3.0,CAND_Azon,CAND_Electra,CAND_Azon
,1.0,5.0,3.0,1.0,0.0,1.0,6.0,1.0,0.0,4.0,1.0,4.0,,0.0,,0.0,0.0,2.0,2.0,,1.0,,8.0,4.0,0.0,3.0,5.0,8.0,20.0,CAND_Frontera,CAND_Civico,Undecided
76.0,0.0,3.0,4.0,4.0,4.0,3.0,7.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,2.0,4.0,3.0,4.0,8.0,5.0,29.0,CAND_Azon,CAND_Frontera,CAND_Azon
31.0,0.0,4.0,2.0,3.0,1.0,1.0,2.0,,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,4.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,1.0,33.0,CAND_Gaia,CAND_Jade,Undecided
65.0,1.0,5.0,3.0,2.0,4.0,4.0,7.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,,1.0,2.0,1.0,0.0,0.0,0.0,,5.0,0.0,0.0,10.0,32.0,CAND_Azon,CAND_Halley,CAND_Azon
60.0,1.0,0.0,5.0,0.0,,3.0,3.0,1.0,2.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,5.0,0.0,4.0,1.0,2.0,40.0,CAND_Halley,CAND_Boreal,CAND_Halley
83.0,,1.0,1.0,4.0,4.0,0.0,4.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,1.0,,1.0,4.0,3.0,1.0,7.0,1.0,23.0,CAND_Civico,CAND_Icaro,CAND_Civico
46.0,0.0,2.0,,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,5.0,1.0,0.0,1.0,8.0,4.0,1.0,4.0,3.0,,2.0,CAND_Halley,CAND_Gaia,Undecided
75.0,0.0,2.0,3.0,3.0,2.0,1.0,2.0,1.0,0.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,7.0,9.0,5.0,0.0,9.0,3.0,37.0,CAND_Civico,CAND_Civico,Undecided
22.0,0.0,0.0,3.0,1.0,1.0,2.0,3.0,1.0,2.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,,1.0,0.0,1.0,5.0,2.0,4.0,0.0,1.0,6.0,CAND_Azon,CAND_Frontera,CAND_Azon
64.0,0.0,5.0,3.0,2.0,0.0,0.0,5.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,1.0,4.0,1.0,,,1.0,0.0,2.0,3.0,5.0,0.0,8.0,25.0,CAND_Gaia,CAND_Civico,Undecided
55.0,2.0,4.0,,3.0,0.0,1.0,1.0,0.0,,0.0,0.0,1.0,0.0,1.0,0.0,,0.0,3.0,3.0,1.0,,1.0,1.0,3.0,2.0,0.0,1.0,4.0,18.0,CAND_Azon,CAND_Azon,Undecided
60.0,0.0,5.0,,3.0,0.0,2.0,5.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,6.0,,5.0,2.0,8.0,8.0,35.0,CAND_Gaia,CAND_Boreal,CAND_Gaia
71.0,1.0,4.0,3.0,1.0,3.0,2.0,4.0,0.0,1.0,0.0,1.0,2.0,0.0,,1.0,0.0,1.0,4.0,5.0,,0.0,1.0,2.0,0.0,0.0,,,0.0,17.0,CAND_Icaro,CAND_Civico,Undecided
75.0,1.0,2.0,0.0,5.0,,3.0,7.0,,2.0,1.0,,4.0,0.0,0.0,,0.0,1.0,4.0,5.0,1.0,0.0,1.0,8.0,4.0,3.0,4.0,9.0,9.0,14.0,CAND_Gaia,CAND_Boreal,Undecided
23.0,0.0,,1.0,0.0,0.0,4.0,4.0,1.0,2.0,2.0,,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,4.0,4.0,3.0,3.0,0.0,5.0,19.0,CAND_Halley,CAND_Icaro,CAND_Halley
76.0,1.0,4.0,4.0,1.0,,1.0,7.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,,,1.0,1.0,0.0,9.0,6.0,0.0,3.0,5.0,9.0,20.0,CAND_Demetra,CAND_Gaia,CAND_Demetra
48.0,,,0.0,1.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,1.0,2.0,9.0,5.0,0.0,1.0,4.0,18.0,CAND_Demetra,CAND_Azon,Undecided
36.0,,0.0,5.0,0.0,1.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,,1.0,,0.0,3.0,0.0,1.0,4.0,1.0,6.0,39.0,CAND_Halley,CAND_Azon,CAND_Halley
22.0,1.0,2.0,4.0,2.0,4.0,3.0,6.0,0.0,1.0,4.0,1.0,,0.0,1.0,0.0,0.0,0.0,1.0,5.0,1.0,1.0,1.0,5.0,4.0,4.0,,1.0,2.0,20.0,CAND_Demetra,CAND_Icaro,Undecided
75.0,0.0,3.0,5.0,4.0,4.0,0.0,7.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,,1.0,0.0,1.0,1.0,9.0,3.0,2.0,9.0,5.0,1.0,CAND_Azon,CAND_Gaia,Undecided
66.0,1.0,5.0,5.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,,1.0,1.0,1.0,7.0,9.0,2.0,5.0,1.0,3.0,17.0,CAND_Demetra,CAND_Boreal,Undecided
57.0,0.0,3.0,0.0,1.0,3.0,3.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,,0.0,1.0,1.0,,4.0,1.0,5.0,2.0,35.0,CAND_Electra,CAND_Boreal,Undecided
21.0,1.0,1.0,3.0,1.0,0.0,3.0,7.0,1.0,2.0,4.0,1.0,3.0,,0.0,1.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,7.0,0.0,4.0,5.0,10.0,6.0,34.0,CAND_Demetra,CAND_Electra,CAND_Demetra
18.0,0.0,4.0,2.0,2.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,8.0,10.0,5.0,1.0,7.0,4.0,,CAND_Demetra,CAND_Halley,CAND_Demetra
37.0,0.0,5.0,3.0,0.0,,2.0,5.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,7.0,2.0,1.0,5.0,7.0,,18.0,CAND_Demetra,CAND_Halley,Undecided
31.0,0.0,0.0,4.0,2.0,3.0,2.0,5.0,0.0,2.0,2.0,1.0,3.0,0.0,,1.0,,1.0,2.0,,,1.0,1.0,0.0,10.0,3.0,2.0,9.0,8.0,21.0,CAND_Gaia,CAND_Boreal,Undecided
68.0,1.0,5.0,2.0,5.0,1.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,1.0,1.0,1.0,3.0,3.0,5.0,,9.0,3.0,39.0,CAND_Gaia,CAND_Halley,Undecided
,0.0,4.0,0.0,5.0,1.0,3.0,3.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,,7.0,1.0,4.0,4.0,3.0,7.0,CAND_Civico,CAND_Demetra,Undecided
31.0,0.0,4.0,0.0,4.0,3.0,2.0,3.0,1.0,1.0,0.0,1.0,4.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0,1.0,0.0,1.0,8.0,4.0,2.0,3.0,,7.0,26.0,CAND_Jade,CAND_Gaia,Undecided
40.0,0.0,3.0,5.0,1.0,,2.0,6.0,0.0,1.0,4.0,0.0,,0.0,0.0,1.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,10.0,10.0,4.0,4.0,3.0,7.0,6.0,CAND_Gaia,CAND_Icaro,CAND_Gaia
21.0,0.0,1.0,3.0,5.0,2.0,0.0,7.0,1.0,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,4.0,3.0,3.0,3.0,34.0,CAND_Demetra,CAND_Demetra,Undecided
74.0,1.0,3.0,1.0,0.0,0.0,4.0,7.0,1.0,2.0,4.0,1.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,6.0,3.0,0.0,1.0,8.0,18.0,CAND_Gaia,CAND_Frontera,Undecided
20.0,1.0,2.0,0.0,2.0,2.0,4.0,4.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,1.0,9.0,1.0,3.0,,10.0,7.0,5.0,CAND_Civico,CAND_Gaia,Undecided
58.0,1.0,1.0,2.0,0.0,1.0,0.0,4.0,,1.0,1.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,5.0,5.0,1.0,,1.0,,0.0,5.0,0.0,3.0,0.0,27.0,CAND_Civico,CAND_Frontera,Undecided
59.0,0.0,0.0,3.0,1.0,3.0,,,0.0,0.0,2.0,0.0,2.0,0.0,0.0,,0.0,1.0,1.0,5.0,0.0,1.0,1.0,7.0,,1.0,5.0,0.0,9.0,6.0,CAND_Demetra,CAND_Icaro,Undecided
84.0,0.0,,1.0,1.0,2.0,4.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,7.0,10.0,5.0,3.0,9.0,7.0,23.0,CAND_Halley,CAND_Icaro,Undecided
48.0,1.0,3.0,1.0,1.0,4.0,1.0,4.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,10.0,8.0,1.0,3.0,9.0,9.0,18.0,CAND_Civico,CAND_Civico,CAND_Civico
69.0,0.0,0.0,2.0,,3.0,1.0,5.0,0.0,0.0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,4.0,1.0,1.0,1.0,0.0,5.0,0.0,4.0,5.0,9.0,17.0,CAND_Gaia,CAND_Icaro,Undecided
36.0,,1.0,0.0,0.0,4.0,4.0,6.0,1.0,1.0,0.0,1.0,4.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,5.0,3.0,1.0,4.0,1.0,,14.0,CAND_Icaro,CAND_Jade,Undecided
24.0,1.0,5.0,0.0,3.0,4.0,3.0,6.0,1.0,0.0,,1.0,4.0,0.0,0.0,1.0,1.0,0.0,2.0,,1.0,1.0,1.0,6.0,6.0,2.0,5.0,0.0,10.0,15.0,CAND_Gaia,,Undecided
73.0,0.0,,5.0,5.0,0.0,1.0,6.0,0.0,2.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,3.0,5.0,1.0,0.0,1.0,1.0,3.0,4.0,5.0,0.0,5.0,40.0,CAND_Frontera,CAND_Halley,Undecided
74.0,0.0,5.0,1.0,1.0,0.0,0.0,5.0,1.0,2.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,7.0,8.0,5.0,3.0,4.0,4.0,22.0,CAND_Icaro,CAND_Frontera,CAND_Icaro
79.0,1.0,5.0,5.0,0.0,,4.0,,0.0,0.0,0.0,1.0,,1.0,0.0,0.0,0.0,0.0,2.0,5.0,1.0,1.0,0.0,6.0,7.0,2.0,5.0,0.0,6.0,1.0,CAND_Demetra,CAND_Demetra,CAND_Demetra
62.0,0.0,2.0,3.0,4.0,2.0,1.0,6.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,1.0,1.0,1.0,9.0,10.0,0.0,0.0,5.0,6.0,16.0,CAND_Demetra,CAND_Azon,Undecided
25.0,1.0,5.0,4.0,5.0,1.0,0.0,7.0,0.0,1.0,3.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,7.0,5.0,3.0,3.0,9.0,32.0,CAND_Azon,CAND_Azon,Undecided
32.0,0.0,2.0,1.0,3.0,4.0,0.0,4.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,5.0,1.0,0.0,1.0,8.0,8.0,4.0,3.0,4.0,10.0,6.0,CAND_Boreal,,Undecided
56.0,1.0,4.0,4.0,5.0,2.0,4.0,5.0,1.0,1.0,2.0,1.0,3.0,0.0,1.0,0.0,1.0,1.0,2.0,3.0,1.0,0.0,,6.0,2.0,0.0,4.0,2.0,9.0,3.0,CAND_Gaia,CAND_Boreal,Undecided
52.0,0.0,3.0,0.0,1.0,4.0,4.0,2.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,,1.0,0.0,0.0,2.0,1.0,0.0,1.0,8.0,0.0,1.0,0.0,6.0,5.0,33.0,CAND_Gaia,CAND_Civico,Undecided
24.0,1.0,4.0,5.0,5.0,2.0,0.0,2.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,4.0,,1.0,0.0,3.0,6.0,,1.0,8.0,4.0,35.0,CAND_Frontera,,CAND_Frontera
28.0,1.0,3.0,4.0,4.0,3.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,,0.0,1.0,1.0,6.0,2.0,0.0,1.0,,33.0,CAND_Gaia,CAND_Electra,Undecided
59.0,1.0,5.0,4.0,,2.0,4.0,6.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,3.0,4.0,8.0,8.0,24.0,CAND_Halley,CAND_Demetra,Undecided
42.0,0.0,,0.0,2.0,4.0,0.0,,1.0,0.0,3.0,1.0,,0.0,0.0,1.0,0.0,0.0,2.0,4.0,1.0,1.0,1.0,2.0,9.0,3.0,5.0,0.0,2.0,11.0,CAND_Gaia,CAND_Jade,Undecided
78.0,0.0,0.0,4.0,0.0,0.0,3.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,9.0,3.0,,,0.0,40.0,CAND_Jade,,Undecided
67.0,1.0,1.0,0.0,3.0,1.0,3.0,1.0,0.0,2.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,8.0,,5.0,,3.0,0.0,,CAND_Azon,CAND_Boreal,CAND_Azon
49.0,0.0,1.0,,2.0,2.0,,3.0,1.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,1.0,0.0,1.0,10.0,,2.0,2.0,6.0,6.0,40.0,CAND_Icaro,CAND_Halley,Undecided
48.0,0.0,,5.0,1.0,3.0,2.0,6.0,1.0,0.0,4.0,,3.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,4.0,5.0,3.0,2.0,17.0,CAND_Boreal,CAND_Electra,Undecided
24.0,0.0,0.0,2.0,3.0,3.0,3.0,5.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,5.0,0.0,1.0,1.0,7.0,2.0,2.0,3.0,4.0,8.0,25.0,CAND_Azon,CAND_Icaro,Undecided
62.0,0.0,0.0,4.0,4.0,2.0,,1.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0,1.0,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,10.0,2.0,3.0,9.0,10.0,18.0,CAND_Boreal,CAND_Demetra,Undecided
72.0,1.0,4.0,3.0,4.0,1.0,0.0,3.0,1.0,1.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,0.0,2.0,5.0,0.0,6.0,10.0,24.0,CAND_Azon,CAND_Azon,Undecided
78.0,1.0,4.0,4.0,0.0,4.0,0.0,2.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,5.0,1.0,1.0,0.0,9.0,0.0,3.0,5.0,6.0,0.0,6.0,CAND_Demetra,,CAND_Demetra
33.0,1.0,5.0,1.0,1.0,1.0,2.0,3.0,0.0,2.0,4.0,1.0,0.0,0.0,1.0,0.0,,1.0,4.0,2.0,1.0,1.0,0.0,10.0,8.0,3.0,1.0,6.0,5.0,1.0,CAND_Gaia,CAND_Civico,CAND_Gaia
65.0,1.0,1.0,2.0,3.0,2.0,0.0,6.0,0.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,5.0,2.0,1.0,1.0,0.0,7.0,0.0,1.0,3.0,2.0,9.0,40.0,CAND_Halley,CAND_Civico,CAND_Halley
43.0,0.0,,0.0,4.0,2.0,3.0,7.0,0.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,7.0,8.0,3.0,2.0,10.0,9.0,20.0,CAND_Icaro,CAND_Gaia,Undecided
24.0,1.0,4.0,,1.0,4.0,1.0,7.0,,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,1.0,0.0,0.0,10.0,2.0,1.0,8.0,7.0,38.0,CAND_Gaia,CAND_Gaia,CAND_Gaia
27.0,0.0,1.0,1.0,3.0,4.0,2.0,6.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,6.0,9.0,3.0,5.0,8.0,3.0,38.0,CAND_Icaro,,Undecided
45.0,1.0,0.0,5.0,4.0,1.0,4.0,7.0,,2.0,3.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,1.0,0.0,1.0,3.0,10.0,5.0,4.0,0.0,10.0,28.0,CAND_Civico,CAND_Azon,Undecided
18.0,0.0,4.0,3.0,2.0,2.0,0.0,4.0,1.0,2.0,4.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,1.0,0.0,5.0,2.0,0.0,3.0,,3.0,,CAND_Civico,CAND_Halley,CAND_Civico
39.0,0.0,0.0,4.0,1.0,3.0,0.0,5.0,1.0,1.0,3.0,1.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,5.0,1.0,1.0,0.0,3.0,9.0,5.0,4.0,1.0,8.0,15.0,CAND_Demetra,CAND_Jade,CAND_Demetra
50.0,0.0,2.0,2.0,4.0,0.0,2.0,5.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,2.0,8.0,2.0,3.0,2.0,,,CAND_Icaro,CAND_Gaia,CAND_Icaro
50.0,1.0,1.0,3.0,2.0,4.0,0.0,3.0,1.0,1.0,2.0,1.0,3.0,0.0,0.0,1.0,1.0,,4.0,3.0,1.0,0.0,1.0,9.0,7.0,4.0,2.0,4.0,0.0,34.0,CAND_Azon,CAND_Icaro,Undecided
76.0,1.0,1.0,0.0,2.0,4.0,3.0,3.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,9.0,6.0,0.0,1.0,3.0,9.0,19.0,CAND_Frontera,CAND_Icaro,Undecided
78.0,1.0,,3.0,3.0,3.0,4.0,1.0,0.0,2.0,2.0,1.0,,,0.0,0.0,0.0,1.0,4.0,5.0,1.0,1.0,1.0,10.0,2.0,3.0,1.0,9.0,4.0,2.0,CAND_Electra,CAND_Jade,Undecided
44.0,0.0,3.0,3.0,0.0,4.0,4.0,3.0,0.0,2.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,1.0,0.0,0.0,1.0,10.0,5.0,4.0,2.0,10.0,13.0,CAND_Jade,CAND_Demetra,CAND_Jade
